time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2026-03-11 05:25,2026-03-11 07:50,SELL,5215.44,5218.22,5195.05,SL,-2.98,"Mega void 20.39 (3.7ATR, age 38) limit at deep edge 5215.44"
2026-03-11 06:15,2026-03-11 07:50,SELL,5215.44,5218.51,5195.05,SL,-3.27,"Mega void 20.39 (3.3ATR, age 48) limit at deep edge 5215.44"
2026-03-11 07:05,2026-03-11 07:50,SELL,5215.44,5217.71,5195.05,SL,-2.47,"Mega void 20.39 (4.5ATR, age 58) limit at deep edge 5215.44"
2026-03-11 12:00,2026-03-11 12:30,BUY,5192.83,5191.25,5202.44,SL,-1.78,"Mega void 9.61 (3.0ATR, age 57) limit at deep edge 5192.83"
2026-03-25 14:25,2026-03-26 02:05,BUY,4512.23,4509.24,4531.89,SL,-3.19,"Mega void 19.66 (3.3ATR, age 94) limit at deep edge 4512.23"
2026-03-31 12:30,2026-03-31 15:55,BUY,4545.39,4542.29,4565.24,TP,19.65,"Mega void 19.85 (3.2ATR, age 39) limit at deep edge 4545.39"
2026-03-31 13:25,2026-03-31 15:55,BUY,4545.39,4542.1,4565.24,TP,19.65,"Mega void 19.85 (3.0ATR, age 50) limit at deep edge 4545.39"
2026-03-31 14:50,2026-03-31 15:55,BUY,4545.39,4542.1,4565.24,TP,19.65,"Mega void 19.85 (3.0ATR, age 67) limit at deep edge 4545.39"
2026-04-03 01:15,2026-04-06 09:00,BUY,4602.42,4598.03,4629.24,TP,26.62,"Mega void 26.82 (3.1ATR, age 42) limit at deep edge 4602.42"
2026-04-03 02:05,2026-04-06 09:00,BUY,4602.42,4598.79,4629.24,TP,26.62,"Mega void 26.82 (3.7ATR, age 52) limit at deep edge 4602.42"
2026-04-03 02:55,2026-04-06 09:00,BUY,4602.42,4599.5,4629.24,TP,26.62,"Mega void 26.82 (4.6ATR, age 62) limit at deep edge 4602.42"
2026-04-03 03:45,2026-04-06 09:00,BUY,4602.42,4598.99,4629.24,TP,26.62,"Mega void 26.82 (3.9ATR, age 72) limit at deep edge 4602.42"
2026-04-03 04:35,2026-04-06 09:00,BUY,4602.42,4600.18,4629.24,TP,26.62,"Mega void 26.82 (6.0ATR, age 82) limit at deep edge 4602.42"
2026-04-06 06:30,2026-04-06 11:00,SELL,4670.85,4675.83,4634.26,TP,36.39,"Mega void 36.59 (3.7ATR, age 5) limit at deep edge 4670.85"
2026-04-06 07:55,2026-04-06 11:00,SELL,4670.85,4676.73,4634.26,TP,36.39,"Mega void 36.59 (3.1ATR, age 22) limit at deep edge 4670.85"
2026-04-06 08:45,2026-04-06 11:00,SELL,4670.85,4675.58,4634.26,TP,36.39,"Mega void 36.59 (3.9ATR, age 32) limit at deep edge 4670.85"
2026-04-06 09:35,2026-04-06 11:00,SELL,4670.85,4675.71,4634.26,TP,36.39,"Mega void 36.59 (3.8ATR, age 42) limit at deep edge 4670.85"
2026-04-07 07:30,2026-04-07 08:00,BUY,4652.12,4650.62,4660.69,SL,-1.7,"Mega void 8.57 (3.0ATR, age 18) limit at deep edge 4652.12"
2026-04-08 11:05,2026-04-08 18:45,BUY,4773.98,4771.08,4793.39,TP,19.21,"Mega void 19.41 (3.3ATR, age 51) limit at deep edge 4773.98"
2026-04-08 11:55,2026-04-08 18:45,BUY,4773.98,4771.36,4793.39,TP,19.21,"Mega void 19.41 (3.7ATR, age 61) limit at deep edge 4773.98"
2026-04-08 12:45,2026-04-08 18:45,BUY,4773.98,4771.18,4793.39,TP,19.21,"Mega void 19.41 (3.5ATR, age 71) limit at deep edge 4773.98"
2026-04-08 13:35,2026-04-08 18:45,BUY,4773.98,4771.38,4793.39,TP,19.21,"Mega void 19.41 (3.7ATR, age 81) limit at deep edge 4773.98"
2026-04-13 13:35,2026-04-14 01:25,SELL,4746.0,4748.18,4684.28,SL,-2.38,"Mega void 61.72 (14.1ATR, age 90) limit at deep edge 4746.00"
2026-04-13 14:25,2026-04-14 01:25,SELL,4746.0,4748.53,4684.28,SL,-2.73,"Mega void 61.72 (12.2ATR, age 100) limit at deep edge 4746.00"
2026-04-15 03:35,2026-04-15 11:25,BUY,4817.35,4815.77,4827.03,TP,9.48,"Mega void 9.68 (3.1ATR, age 30) limit at deep edge 4817.35"
2026-04-15 04:25,2026-04-15 11:25,BUY,4817.35,4815.84,4827.03,TP,9.48,"Mega void 9.68 (3.2ATR, age 40) limit at deep edge 4817.35"
2026-04-17 12:25,2026-04-17 16:00,BUY,4779.41,4777.91,4786.34,TP,6.73,"Mega void 6.93 (3.0ATR, age 31) limit at deep edge 4779.41"
2026-04-18 00:50,2026-04-18 04:10,BUY,4847.3,4845.02,4862.02,SL,-2.48,"Mega void 14.72 (3.2ATR, age 45) limit at deep edge 4847.30"
2026-04-18 02:15,2026-04-18 04:10,BUY,4847.3,4844.94,4862.02,SL,-2.56,"Mega void 14.72 (3.1ATR, age 62) limit at deep edge 4847.30"
2026-04-18 03:05,2026-04-18 04:10,BUY,4847.3,4845.12,4862.02,SL,-2.38,"Mega void 14.72 (3.4ATR, age 72) limit at deep edge 4847.30"
2026-04-18 03:55,2026-04-18 04:10,BUY,4847.3,4845.57,4862.02,SL,-1.93,"Mega void 14.72 (4.2ATR, age 82) limit at deep edge 4847.30"
2026-04-22 06:25,2026-04-22 11:30,SELL,4761.36,4763.96,4745.68,SL,-2.8,"Mega void 15.68 (3.0ATR, age 81) limit at deep edge 4761.36"
2026-04-22 14:50,2026-04-22 16:20,BUY,4756.99,4755.11,4768.66,SL,-2.08,"Mega void 11.67 (3.1ATR, age 19) limit at deep edge 4756.99"
2026-04-22 15:40,2026-04-22 16:20,BUY,4756.99,4755.38,4768.66,SL,-1.81,"Mega void 11.67 (3.6ATR, age 29) limit at deep edge 4756.99"
2026-04-27 06:10,2026-04-27 09:00,SELL,4705.99,4708.51,4685.4,SL,-2.72,"Mega void 20.59 (4.1ATR, age 1) limit at deep edge 4705.99"
2026-04-27 07:00,2026-04-27 09:00,SELL,4705.99,4708.7,4685.4,SL,-2.91,"Mega void 20.59 (3.8ATR, age 11) limit at deep edge 4705.99"
2026-04-27 07:50,2026-04-27 09:00,SELL,4705.99,4707.69,4685.4,SL,-1.9,"Mega void 20.59 (6.1ATR, age 21) limit at deep edge 4705.99"
2026-04-27 08:40,2026-04-27 09:00,SELL,4705.99,4707.98,4685.4,SL,-2.19,"Mega void 20.59 (5.2ATR, age 31) limit at deep edge 4705.99"
2026-04-28 01:05,2026-04-28 07:30,SELL,4690.51,4692.01,4681.14,SL,-1.7,"Mega void 9.37 (3.1ATR, age 27) limit at deep edge 4690.51"
2026-04-28 02:30,2026-04-28 07:30,SELL,4690.51,4692.05,4681.14,SL,-1.74,"Mega void 9.37 (3.0ATR, age 44) limit at deep edge 4690.51"
2026-04-28 03:20,2026-04-28 07:30,SELL,4690.51,4692.01,4681.14,SL,-1.7,"Mega void 9.37 (4.4ATR, age 54) limit at deep edge 4690.51"
2026-04-28 04:10,2026-04-28 07:30,SELL,4690.51,4692.01,4681.14,SL,-1.7,"Mega void 9.37 (4.3ATR, age 64) limit at deep edge 4690.51"
2026-04-28 06:00,2026-04-28 07:30,SELL,4690.51,4692.01,4681.14,SL,-1.7,"Mega void 9.37 (5.6ATR, age 74) limit at deep edge 4690.51"
2026-04-29 03:15,2026-04-29 16:30,BUY,4565.43,4563.93,4574.21,SL,-1.7,"Mega void 8.78 (3.2ATR, age 52) limit at deep edge 4565.43"
2026-04-29 04:05,2026-04-29 16:30,BUY,4565.43,4563.93,4574.21,SL,-1.7,"Mega void 8.78 (3.5ATR, age 62) limit at deep edge 4565.43"
2026-04-29 04:55,2026-04-29 16:30,BUY,4565.43,4563.93,4574.21,SL,-1.7,"Mega void 8.78 (3.5ATR, age 72) limit at deep edge 4565.43"
2026-04-29 06:45,2026-04-29 16:30,BUY,4565.43,4563.93,4574.21,SL,-1.7,"Mega void 8.78 (4.0ATR, age 82) limit at deep edge 4565.43"
2026-04-29 07:35,2026-04-29 16:30,BUY,4565.43,4563.93,4574.21,SL,-1.7,"Mega void 8.78 (3.7ATR, age 92) limit at deep edge 4565.43"
2026-04-30 07:40,2026-04-30 07:55,SELL,4560.15,4561.65,4552.65,SL,-1.7,"Mega void 7.50 (3.1ATR, age 74) limit at deep edge 4560.15"
2026-05-05 07:15,2026-05-05 13:35,SELL,4548.28,4549.78,4541.07,SL,-1.7,"Mega void 7.21 (3.1ATR, age 84) limit at deep edge 4548.28"
2026-05-07 17:30,2026-05-08 00:10,BUY,4717.81,4715.29,4732.99,SL,-2.72,"Mega void 15.18 (3.0ATR, age 36) limit at deep edge 4717.81"
2026-05-07 18:20,2026-05-08 00:10,BUY,4717.81,4715.53,4732.99,SL,-2.48,"Mega void 15.18 (3.3ATR, age 46) limit at deep edge 4717.81"
2026-05-07 19:10,2026-05-08 00:10,BUY,4717.81,4715.74,4732.99,SL,-2.27,"Mega void 15.18 (3.7ATR, age 56) limit at deep edge 4717.81"
2026-05-07 20:00,2026-05-08 00:10,BUY,4717.81,4715.58,4732.99,SL,-2.43,"Mega void 15.18 (3.4ATR, age 66) limit at deep edge 4717.81"
2026-05-08 12:45,2026-05-08 15:25,BUY,4702.03,4700.2,4713.03,SL,-2.03,"Mega void 11.00 (3.0ATR, age 45) limit at deep edge 4702.03"
2026-05-11 10:10,2026-05-11 21:10,SELL,4714.63,4718.69,4688.3,SL,-4.26,"Mega void 26.33 (3.2ATR, age 50) limit at deep edge 4714.63"
2026-05-11 11:00,2026-05-11 21:10,SELL,4714.63,4718.33,4688.3,SL,-3.9,"Mega void 26.33 (3.6ATR, age 60) limit at deep edge 4714.63"
2026-05-11 11:50,2026-05-11 21:05,SELL,4714.34,4717.22,4694.26,SL,-3.08,"Mega void 20.08 (3.5ATR, age 69) limit at deep edge 4714.34"
2026-05-11 12:40,2026-05-11 21:05,SELL,4714.34,4716.51,4694.26,SL,-2.37,"Mega void 20.08 (4.6ATR, age 79) limit at deep edge 4714.34"
2026-05-11 13:30,2026-05-11 21:05,SELL,4714.34,4716.27,4694.26,SL,-2.13,"Mega void 20.08 (5.2ATR, age 89) limit at deep edge 4714.34"
2026-05-11 14:20,2026-05-11 21:10,SELL,4714.34,4717.66,4694.26,SL,-3.52,"Mega void 20.08 (3.0ATR, age 99) limit at deep edge 4714.34"
2026-05-19 06:20,2026-05-19 12:10,BUY,4541.79,4540.24,4551.21,SL,-1.75,"Mega void 9.42 (3.0ATR, age 28) limit at deep edge 4541.79"
2026-05-20 00:40,2026-05-20 06:15,BUY,4482.36,4479.76,4498.13,SL,-2.8,"Mega void 15.77 (3.0ATR, age 34) limit at deep edge 4482.36"
2026-05-20 01:30,2026-05-20 06:15,BUY,4482.36,4480.28,4498.13,SL,-2.28,"Mega void 15.77 (3.8ATR, age 44) limit at deep edge 4482.36"
2026-05-20 02:20,2026-05-20 06:15,BUY,4482.36,4480.63,4498.13,SL,-1.93,"Mega void 15.77 (4.6ATR, age 54) limit at deep edge 4482.36"
2026-05-20 03:10,2026-05-20 06:15,BUY,4482.36,4480.59,4498.13,SL,-1.97,"Mega void 15.77 (4.4ATR, age 64) limit at deep edge 4482.36"
2026-05-21 20:00,2026-05-22 01:15,SELL,4532.18,4534.38,4518.42,SL,-2.4,"Mega void 13.76 (3.1ATR, age 19) limit at deep edge 4532.18"
2026-05-22 00:20,2026-05-22 01:15,SELL,4532.18,4534.38,4518.42,SL,-2.4,"Mega void 13.76 (3.1ATR, age 71) limit at deep edge 4532.18"
2026-05-22 01:10,2026-05-22 01:15,SELL,4532.18,4534.35,4518.42,SL,-2.37,"Mega void 13.76 (3.2ATR, age 81) limit at deep edge 4532.18"
2026-05-22 06:00,2026-05-22 13:55,BUY,4518.41,4516.91,4526.13,SL,-1.7,"Mega void 7.72 (3.2ATR, age 46) limit at deep edge 4518.41"
2026-05-22 06:50,2026-05-22 13:55,BUY,4518.41,4516.91,4526.13,SL,-1.7,"Mega void 7.72 (3.7ATR, age 56) limit at deep edge 4518.41"
2026-05-22 07:40,2026-05-22 13:55,BUY,4518.41,4516.91,4526.13,SL,-1.7,"Mega void 7.72 (3.1ATR, age 66) limit at deep edge 4518.41"
2026-05-27 03:35,2026-05-27 07:40,SELL,4525.33,4526.83,4517.82,SL,-1.7,"Mega void 7.51 (3.0ATR, age 69) limit at deep edge 4525.33"
2026-05-27 04:25,2026-05-27 07:40,SELL,4525.33,4526.83,4517.82,SL,-1.7,"Mega void 7.51 (3.0ATR, age 79) limit at deep edge 4525.33"
2026-05-30 00:55,2026-06-01 06:05,BUY,4540.99,4538.52,4555.9,SL,-2.67,"Mega void 14.91 (3.0ATR, age 25) limit at deep edge 4540.99"
2026-05-30 01:45,2026-06-01 06:05,BUY,4540.99,4538.69,4555.9,SL,-2.5,"Mega void 14.91 (3.2ATR, age 35) limit at deep edge 4540.99"
2026-05-30 02:35,2026-05-30 04:55,BUY,4540.99,4539.35,4555.9,SL,-1.84,"Mega void 14.91 (4.5ATR, age 45) limit at deep edge 4540.99"
2026-05-30 03:25,2026-05-30 04:55,BUY,4540.99,4539.49,4555.9,SL,-1.7,"Mega void 14.91 (5.2ATR, age 55) limit at deep edge 4540.99"
2026-05-30 04:15,2026-05-30 04:55,BUY,4540.99,4539.41,4555.9,SL,-1.78,"Mega void 14.91 (4.7ATR, age 65) limit at deep edge 4540.99"
2026-06-02 03:05,2026-06-02 08:30,SELL,4496.3,4497.8,4489.57,TP,6.53,"Mega void 6.73 (3.0ATR, age 71) limit at deep edge 4496.30"
2026-06-02 03:55,2026-06-02 08:30,SELL,4496.3,4497.8,4489.57,TP,6.53,"Mega void 6.73 (3.1ATR, age 81) limit at deep edge 4496.30"
2026-06-02 04:45,2026-06-02 08:30,SELL,4496.3,4497.8,4489.57,TP,6.53,"Mega void 6.73 (3.3ATR, age 91) limit at deep edge 4496.30"
2026-06-03 19:35,2026-06-03 21:25,BUY,4448.0,4446.12,4459.33,SL,-2.08,"Mega void 11.33 (3.0ATR, age 18) limit at deep edge 4448.00"
2026-06-15 19:05,2026-06-15 20:10,BUY,4332.83,4331.33,4341.19,SL,-1.7,"Mega void 8.36 (3.0ATR, age 31) limit at deep edge 4332.83"
2026-06-18 11:25,2026-06-18 16:50,BUY,4278.19,4275.97,4291.61,SL,-2.42,"Mega void 13.42 (3.0ATR, age 41) limit at deep edge 4278.19"
2026-06-18 12:15,2026-06-18 16:50,BUY,4278.19,4276.19,4291.61,SL,-2.2,"Mega void 13.42 (3.4ATR, age 51) limit at deep edge 4278.19"
2026-06-18 13:05,2026-06-18 16:50,BUY,4278.19,4276.15,4291.61,SL,-2.24,"Mega void 13.42 (3.3ATR, age 61) limit at deep edge 4278.19"
2026-06-18 15:25,2026-06-18 16:50,BUY,4278.19,4276.02,4291.61,SL,-2.37,"Mega void 13.42 (3.1ATR, age 89) limit at deep edge 4278.19"
2026-06-26 04:55,2026-06-26 07:55,BUY,4015.71,4014.03,4026.14,SL,-1.88,"Mega void 10.43 (3.1ATR, age 67) limit at deep edge 4015.71"
2026-07-02 00:15,2026-07-02 03:50,BUY,4053.02,4050.44,4069.57,SL,-2.78,"Mega void 16.55 (3.2ATR, age 32) limit at deep edge 4053.02"
2026-07-02 01:05,2026-07-02 03:50,BUY,4053.02,4050.97,4069.57,SL,-2.25,"Mega void 16.55 (4.0ATR, age 42) limit at deep edge 4053.02"
2026-07-02 03:35,2026-07-02 03:45,BUY,4053.02,4051.23,4069.57,SL,-1.99,"Mega void 16.55 (4.6ATR, age 72) limit at deep edge 4053.02"
