timestamp,rank,label,score,min_day,avg_day,min_pf,avg_sharpe,max_streak,scale_all,scaled_worst,days,fixed_per_day,fixed_pf,sharpe_like,max_losing_day_streak,worst_day,best_day,trade_units
2026-07-03 09:28:31,1,D[BCEGHIMNPR]+S634_S6932_S648,"(1, 1, -9.3914, -8481.87, 1.339, 0.235)",106.48,123.04,1.339,0.235,4,9.391,-8481.87,90,128.24,1.4,0.302,4,-698.17,1383.49,3253.0
2026-07-03 09:28:31,1,D[BCEGHIMNPR]+S634_S6932_S648,"(1, 1, -9.3914, -8481.87, 1.339, 0.235)",106.48,123.04,1.339,0.235,4,9.391,-8481.87,120,145.21,1.436,0.239,4,-709.81,4663.0,4155.0
2026-07-03 09:28:31,1,D[BCEGHIMNPR]+S634_S6932_S648,"(1, 1, -9.3914, -8481.87, 1.339, 0.235)",106.48,123.04,1.339,0.235,4,9.391,-8481.87,150,106.48,1.339,0.191,4,-709.81,4663.0,5185.0
2026-07-03 09:28:31,1,D[BCEGHIMNPR]+S634_S6932_S648,"(1, 1, -9.3914, -8481.87, 1.339, 0.235)",106.48,123.04,1.339,0.235,4,9.391,-8481.87,180,112.23,1.375,0.208,4,-903.15,4663.0,6147.0
2026-07-03 09:28:31,2,D[BCEGHIMNR]+S634_S6932_S648,"(1, 1, -9.4127, -8501.04, 1.348, 0.2345)",106.24,122.51,1.348,0.234,4,9.413,-8501.04,90,126.89,1.406,0.3,4,-648.92,1383.49,3141.0
2026-07-03 09:28:31,2,D[BCEGHIMNR]+S634_S6932_S648,"(1, 1, -9.4127, -8501.04, 1.348, 0.2345)",106.24,122.51,1.348,0.234,4,9.413,-8501.04,120,144.85,1.448,0.239,4,-709.81,4663.0,3990.0
2026-07-03 09:28:31,2,D[BCEGHIMNR]+S634_S6932_S648,"(1, 1, -9.4127, -8501.04, 1.348, 0.2345)",106.24,122.51,1.348,0.234,4,9.413,-8501.04,150,106.24,1.348,0.191,4,-709.81,4663.0,4970.0
2026-07-03 09:28:31,2,D[BCEGHIMNR]+S634_S6932_S648,"(1, 1, -9.4127, -8501.04, 1.348, 0.2345)",106.24,122.51,1.348,0.234,4,9.413,-8501.04,180,112.07,1.385,0.208,4,-903.15,4663.0,5907.0
2026-07-03 09:28:31,3,D[CEGHIMNPR]+S634_S6932_S648,"(1, 1, -9.494, -8637.8, 1.336, 0.2325)",105.33,121.67,1.336,0.232,4,9.494,-8637.8,90,126.21,1.395,0.298,4,-698.17,1383.49,3227.0
2026-07-03 09:28:31,3,D[CEGHIMNPR]+S634_S6932_S648,"(1, 1, -9.494, -8637.8, 1.336, 0.2325)",105.33,121.67,1.336,0.232,4,9.494,-8637.8,120,144.03,1.435,0.237,4,-723.0,4663.0,4122.0
2026-07-03 09:28:31,3,D[CEGHIMNPR]+S634_S6932_S648,"(1, 1, -9.494, -8637.8, 1.336, 0.2325)",105.33,121.67,1.336,0.232,4,9.494,-8637.8,150,105.33,1.336,0.189,4,-723.0,4663.0,5141.0
2026-07-03 09:28:31,3,D[CEGHIMNPR]+S634_S6932_S648,"(1, 1, -9.494, -8637.8, 1.336, 0.2325)",105.33,121.67,1.336,0.232,4,9.494,-8637.8,180,111.12,1.372,0.206,4,-909.82,4663.0,6098.0
2026-07-03 09:28:31,4,D[CEGHIMNR]+S634_S6932_S648,"(1, 1, -9.5157, -8657.53, 1.346, 0.2318)",105.09,121.14,1.346,0.232,4,9.516,-8657.53,90,124.86,1.401,0.295,4,-648.92,1383.49,3115.0
2026-07-03 09:28:31,4,D[CEGHIMNR]+S634_S6932_S648,"(1, 1, -9.5157, -8657.53, 1.346, 0.2318)",105.09,121.14,1.346,0.232,4,9.516,-8657.53,120,143.67,1.446,0.237,4,-723.0,4663.0,3957.0
2026-07-03 09:28:31,4,D[CEGHIMNR]+S634_S6932_S648,"(1, 1, -9.5157, -8657.53, 1.346, 0.2318)",105.09,121.14,1.346,0.232,4,9.516,-8657.53,150,105.09,1.346,0.189,4,-723.0,4663.0,4926.0
2026-07-03 09:28:31,4,D[CEGHIMNR]+S634_S6932_S648,"(1, 1, -9.5157, -8657.53, 1.346, 0.2318)",105.09,121.14,1.346,0.232,4,9.516,-8657.53,180,110.96,1.382,0.206,4,-909.82,4663.0,5858.0
2026-07-03 09:28:31,5,D[BCEHIMNPR]+S634_S6932_S648,"(1, 1, -9.532, -8784.1, 1.338, 0.2322)",104.91,121.13,1.338,0.232,4,9.532,-8784.1,90,124.89,1.395,0.297,4,-698.17,1334.27,3213.0
2026-07-03 09:28:31,5,D[BCEHIMNPR]+S634_S6932_S648,"(1, 1, -9.532, -8784.1, 1.338, 0.2322)",104.91,121.13,1.338,0.232,4,9.532,-8784.1,120,143.15,1.435,0.236,4,-709.81,4663.0,4112.0
2026-07-03 09:28:31,5,D[BCEHIMNPR]+S634_S6932_S648,"(1, 1, -9.532, -8784.1, 1.338, 0.2322)",104.91,121.13,1.338,0.232,4,9.532,-8784.1,150,104.91,1.338,0.189,4,-709.81,4663.0,5123.0
2026-07-03 09:28:31,5,D[BCEHIMNPR]+S634_S6932_S648,"(1, 1, -9.532, -8784.1, 1.338, 0.2322)",104.91,121.13,1.338,0.232,4,9.532,-8784.1,180,111.57,1.378,0.207,4,-921.54,4663.0,6070.0
2026-07-03 09:28:31,6,D[BCEHIMNR]+S634_S6932_S648,"(1, 1, -9.5538, -8804.24, 1.347, 0.232)",104.67,120.61,1.347,0.232,4,9.554,-8804.24,90,123.54,1.401,0.295,4,-648.92,1334.27,3101.0
2026-07-03 09:28:31,6,D[BCEHIMNR]+S634_S6932_S648,"(1, 1, -9.5538, -8804.24, 1.347, 0.232)",104.67,120.61,1.347,0.232,4,9.554,-8804.24,120,142.8,1.447,0.236,4,-709.81,4663.0,3947.0
2026-07-03 09:28:31,6,D[BCEHIMNR]+S634_S6932_S648,"(1, 1, -9.5538, -8804.24, 1.347, 0.232)",104.67,120.61,1.347,0.232,4,9.554,-8804.24,150,104.67,1.347,0.189,4,-709.81,4663.0,4908.0
2026-07-03 09:28:31,6,D[BCEHIMNR]+S634_S6932_S648,"(1, 1, -9.5538, -8804.24, 1.347, 0.232)",104.67,120.61,1.347,0.232,4,9.554,-8804.24,180,111.41,1.388,0.208,4,-921.54,4663.0,5830.0
2026-07-03 09:28:31,7,D[BCEGIMNPR]+S634_S6932_S648,"(1, 1, -9.5621, -8635.97, 1.336, 0.2303)",104.58,120.33,1.336,0.23,4,9.562,-8635.97,90,124.93,1.393,0.296,4,-698.17,1383.49,3216.0
2026-07-03 09:28:31,7,D[BCEGIMNPR]+S634_S6932_S648,"(1, 1, -9.5621, -8635.97, 1.336, 0.2303)",104.58,120.33,1.336,0.23,4,9.562,-8635.97,120,142.37,1.431,0.234,4,-756.56,4663.0,4101.0
2026-07-03 09:28:31,7,D[BCEGIMNPR]+S634_S6932_S648,"(1, 1, -9.5621, -8635.97, 1.336, 0.2303)",104.58,120.33,1.336,0.23,4,9.562,-8635.97,150,104.58,1.336,0.188,4,-756.56,4663.0,5124.0
2026-07-03 09:28:31,7,D[BCEGIMNPR]+S634_S6932_S648,"(1, 1, -9.5621, -8635.97, 1.336, 0.2303)",104.58,120.33,1.336,0.23,4,9.562,-8635.97,180,109.43,1.368,0.203,4,-903.15,4663.0,6069.0
2026-07-03 09:28:31,8,D[BCEGIMNR]+S634_S6932_S648,"(1, 1, -9.5841, -8655.84, 1.345, 0.2298)",104.34,119.8,1.345,0.23,4,9.584,-8655.84,90,123.58,1.399,0.293,4,-648.92,1383.49,3104.0
2026-07-03 09:28:31,8,D[BCEGIMNR]+S634_S6932_S648,"(1, 1, -9.5841, -8655.84, 1.345, 0.2298)",104.34,119.8,1.345,0.23,4,9.584,-8655.84,120,142.02,1.443,0.234,4,-756.56,4663.0,3936.0
2026-07-03 09:28:31,8,D[BCEGIMNR]+S634_S6932_S648,"(1, 1, -9.5841, -8655.84, 1.345, 0.2298)",104.34,119.8,1.345,0.23,4,9.584,-8655.84,150,104.34,1.345,0.188,4,-756.56,4663.0,4909.0
2026-07-03 09:28:31,8,D[BCEGIMNR]+S634_S6932_S648,"(1, 1, -9.5841, -8655.84, 1.345, 0.2298)",104.34,119.8,1.345,0.23,4,9.584,-8655.84,180,109.27,1.378,0.204,4,-903.15,4663.0,5829.0
2026-07-03 09:28:31,9,D[CEHIMNPR]+S634_S6932_S648,"(1, 1, -9.6376, -8945.74, 1.335, 0.2297)",103.76,119.76,1.335,0.23,4,9.638,-8945.74,90,122.86,1.39,0.293,4,-698.17,1334.27,3187.0
2026-07-03 09:28:31,9,D[CEHIMNPR]+S634_S6932_S648,"(1, 1, -9.6376, -8945.74, 1.335, 0.2297)",103.76,119.76,1.335,0.23,4,9.638,-8945.74,120,141.97,1.433,0.234,4,-723.0,4663.0,4079.0
2026-07-03 09:28:31,9,D[CEHIMNPR]+S634_S6932_S648,"(1, 1, -9.6376, -8945.74, 1.335, 0.2297)",103.76,119.76,1.335,0.23,4,9.638,-8945.74,150,103.76,1.335,0.187,4,-723.0,4663.0,5079.0
2026-07-03 09:28:31,9,D[CEHIMNPR]+S634_S6932_S648,"(1, 1, -9.6376, -8945.74, 1.335, 0.2297)",103.76,119.76,1.335,0.23,4,9.638,-8945.74,180,110.46,1.375,0.205,4,-928.21,4663.0,6021.0
2026-07-03 09:28:31,10,D[CEHIMNR]+S634_S6932_S648,"(1, 1, -9.66, -8966.48, 1.345, 0.229)",103.52,119.24,1.345,0.229,4,9.66,-8966.48,90,121.51,1.395,0.29,4,-648.92,1334.27,3075.0
2026-07-03 09:28:31,10,D[CEHIMNR]+S634_S6932_S648,"(1, 1, -9.66, -8966.48, 1.345, 0.229)",103.52,119.24,1.345,0.229,4,9.66,-8966.48,120,141.62,1.445,0.234,4,-723.0,4663.0,3914.0
2026-07-03 09:28:31,10,D[CEHIMNR]+S634_S6932_S648,"(1, 1, -9.66, -8966.48, 1.345, 0.229)",103.52,119.24,1.345,0.229,4,9.66,-8966.48,150,103.52,1.345,0.187,4,-723.0,4663.0,4864.0
2026-07-03 09:28:31,10,D[CEHIMNR]+S634_S6932_S648,"(1, 1, -9.66, -8966.48, 1.345, 0.229)",103.52,119.24,1.345,0.229,4,9.66,-8966.48,180,110.3,1.385,0.205,4,-928.21,4663.0,5781.0
2026-07-03 09:28:31,11,D[CEGIMNPR]+S634_S6932_S648,"(1, 1, -9.6684, -8796.48, 1.333, 0.2275)",103.43,118.96,1.333,0.228,4,9.668,-8796.48,90,122.9,1.388,0.291,4,-698.17,1383.49,3190.0
2026-07-03 09:28:31,11,D[CEGIMNPR]+S634_S6932_S648,"(1, 1, -9.6684, -8796.48, 1.333, 0.2275)",103.43,118.96,1.333,0.228,4,9.668,-8796.48,120,141.19,1.43,0.232,4,-769.75,4663.0,4068.0
2026-07-03 09:28:31,11,D[CEGIMNPR]+S634_S6932_S648,"(1, 1, -9.6684, -8796.48, 1.333, 0.2275)",103.43,118.96,1.333,0.228,4,9.668,-8796.48,150,103.43,1.333,0.186,4,-769.75,4663.0,5080.0
2026-07-03 09:28:31,11,D[CEGIMNPR]+S634_S6932_S648,"(1, 1, -9.6684, -8796.48, 1.333, 0.2275)",103.43,118.96,1.333,0.228,4,9.668,-8796.48,180,108.32,1.366,0.201,4,-909.82,4663.0,6020.0
2026-07-03 09:28:31,12,D[CEGIMNR]+S634_S6932_S648,"(1, 1, -9.6909, -8816.94, 1.342, 0.227)",103.19,118.44,1.342,0.227,4,9.691,-8816.94,90,121.55,1.394,0.289,4,-648.92,1383.49,3078.0
2026-07-03 09:28:31,12,D[CEGIMNR]+S634_S6932_S648,"(1, 1, -9.6909, -8816.94, 1.342, 0.227)",103.19,118.44,1.342,0.227,4,9.691,-8816.94,120,140.84,1.441,0.232,4,-769.75,4663.0,3903.0
2026-07-03 09:28:31,12,D[CEGIMNR]+S634_S6932_S648,"(1, 1, -9.6909, -8816.94, 1.342, 0.227)",103.19,118.44,1.342,0.227,4,9.691,-8816.94,150,103.19,1.342,0.186,4,-769.75,4663.0,4865.0
2026-07-03 09:28:31,12,D[CEGIMNR]+S634_S6932_S648,"(1, 1, -9.6909, -8816.94, 1.342, 0.227)",103.19,118.44,1.342,0.227,4,9.691,-8816.94,180,108.16,1.376,0.201,4,-909.82,4663.0,5780.0
2026-07-03 09:28:31,13,D[BCEIMNPR]+S634_S6932_S648,"(1, 1, -9.7078, -8946.12, 1.334, 0.228)",103.01,118.42,1.334,0.228,4,9.708,-8946.12,90,121.59,1.388,0.291,4,-698.17,1334.27,3176.0
2026-07-03 09:28:31,13,D[BCEIMNPR]+S634_S6932_S648,"(1, 1, -9.7078, -8946.12, 1.334, 0.228)",103.01,118.42,1.334,0.228,4,9.708,-8946.12,120,140.31,1.43,0.232,4,-756.56,4663.0,4058.0
2026-07-03 09:28:31,13,D[BCEIMNPR]+S634_S6932_S648,"(1, 1, -9.7078, -8946.12, 1.334, 0.228)",103.01,118.42,1.334,0.228,4,9.708,-8946.12,150,103.01,1.334,0.186,4,-756.56,4663.0,5062.0
2026-07-03 09:28:31,13,D[BCEIMNPR]+S634_S6932_S648,"(1, 1, -9.7078, -8946.12, 1.334, 0.228)",103.01,118.42,1.334,0.228,4,9.708,-8946.12,180,108.77,1.371,0.203,4,-921.54,4663.0,5992.0
2026-07-03 09:28:31,14,D[BCEIMNR]+S634_S6932_S648,"(1, 1, -9.7305, -8967.01, 1.344, 0.2273)",102.77,117.89,1.344,0.227,4,9.73,-8967.01,90,120.24,1.393,0.288,4,-648.92,1334.27,3064.0
2026-07-03 09:28:31,14,D[BCEIMNR]+S634_S6932_S648,"(1, 1, -9.7305, -8967.01, 1.344, 0.2273)",102.77,117.89,1.344,0.227,4,9.73,-8967.01,120,139.96,1.441,0.232,4,-756.56,4663.0,3893.0
2026-07-03 09:28:31,14,D[BCEIMNR]+S634_S6932_S648,"(1, 1, -9.7305, -8967.01, 1.344, 0.2273)",102.77,117.89,1.344,0.227,4,9.73,-8967.01,150,102.77,1.344,0.186,4,-756.56,4663.0,4847.0
2026-07-03 09:28:31,14,D[BCEIMNR]+S634_S6932_S648,"(1, 1, -9.7305, -8967.01, 1.344, 0.2273)",102.77,117.89,1.344,0.227,4,9.73,-8967.01,180,108.61,1.381,0.203,4,-921.54,4663.0,5752.0
2026-07-03 09:28:31,15,D[CEIMNPR]+S634_S6932_S648,"(1, 1, -9.8174, -9112.61, 1.332, 0.225)",101.86,117.05,1.332,0.225,4,9.817,-9112.61,90,119.55,1.383,0.286,4,-698.17,1334.27,3150.0
2026-07-03 09:28:31,15,D[CEIMNPR]+S634_S6932_S648,"(1, 1, -9.8174, -9112.61, 1.332, 0.225)",101.86,117.05,1.332,0.225,4,9.817,-9112.61,120,139.13,1.428,0.23,4,-769.75,4663.0,4025.0
2026-07-03 09:28:31,15,D[CEIMNPR]+S634_S6932_S648,"(1, 1, -9.8174, -9112.61, 1.332, 0.225)",101.86,117.05,1.332,0.225,4,9.817,-9112.61,150,101.86,1.332,0.184,4,-769.75,4663.0,5018.0
2026-07-03 09:28:31,15,D[CEIMNPR]+S634_S6932_S648,"(1, 1, -9.8174, -9112.61, 1.332, 0.225)",101.86,117.05,1.332,0.225,4,9.817,-9112.61,180,107.66,1.369,0.2,4,-928.21,4663.0,5943.0
2026-07-03 09:28:31,16,D[BCEGHIMNPR]+S634_S6924_S648,"(1, 1, -9.8328, -6979.45, 1.325, 0.2265)",101.7,117.17,1.325,0.227,4,9.833,-6979.45,90,121.39,1.383,0.291,4,-698.17,1383.49,3181.0
2026-07-03 09:28:31,16,D[BCEGHIMNPR]+S634_S6924_S648,"(1, 1, -9.8328, -6979.45, 1.325, 0.2265)",101.7,117.17,1.325,0.227,4,9.833,-6979.45,120,139.23,1.421,0.23,4,-709.81,4663.0,4075.0
2026-07-03 09:28:31,16,D[BCEGHIMNPR]+S634_S6924_S648,"(1, 1, -9.8328, -6979.45, 1.325, 0.2265)",101.7,117.17,1.325,0.227,4,9.833,-6979.45,150,101.7,1.325,0.184,4,-709.81,4663.0,5105.0
2026-07-03 09:28:31,16,D[BCEGHIMNPR]+S634_S6924_S648,"(1, 1, -9.8328, -6979.45, 1.325, 0.2265)",101.7,117.17,1.325,0.227,4,9.833,-6979.45,180,106.37,1.358,0.201,4,-709.81,4663.0,6035.0
2026-07-03 09:28:31,17,D[CEIMNR]+S634_S6932_S648,"(1, 1, -9.8416, -9135.03, 1.341, 0.2248)",101.61,116.52,1.341,0.225,4,9.842,-9135.03,90,118.2,1.388,0.284,4,-648.92,1334.27,3038.0
2026-07-03 09:28:31,17,D[CEIMNR]+S634_S6932_S648,"(1, 1, -9.8416, -9135.03, 1.341, 0.2248)",101.61,116.52,1.341,0.225,4,9.842,-9135.03,120,138.78,1.44,0.23,4,-769.75,4663.0,3860.0
2026-07-03 09:28:31,17,D[CEIMNR]+S634_S6932_S648,"(1, 1, -9.8416, -9135.03, 1.341, 0.2248)",101.61,116.52,1.341,0.225,4,9.842,-9135.03,150,101.61,1.341,0.184,4,-769.75,4663.0,4803.0
2026-07-03 09:28:31,17,D[CEIMNR]+S634_S6932_S648,"(1, 1, -9.8416, -9135.03, 1.341, 0.2248)",101.61,116.52,1.341,0.225,4,9.842,-9135.03,180,107.49,1.379,0.201,4,-928.21,4663.0,5703.0
2026-07-03 09:28:31,18,D[BCEGHIMNR]+S634_S6924_S648,"(1, 1, -9.8561, -6995.96, 1.334, 0.2263)",101.46,116.65,1.334,0.226,4,9.856,-6995.96,90,120.04,1.388,0.289,4,-648.92,1383.49,3069.0
2026-07-03 09:28:31,18,D[BCEGHIMNR]+S634_S6924_S648,"(1, 1, -9.8561, -6995.96, 1.334, 0.2263)",101.46,116.65,1.334,0.226,4,9.856,-6995.96,120,138.88,1.433,0.23,4,-709.81,4663.0,3910.0
2026-07-03 09:28:31,18,D[BCEGHIMNR]+S634_S6924_S648,"(1, 1, -9.8561, -6995.96, 1.334, 0.2263)",101.46,116.65,1.334,0.226,4,9.856,-6995.96,150,101.46,1.334,0.184,4,-709.81,4663.0,4890.0
2026-07-03 09:28:31,18,D[BCEGHIMNR]+S634_S6924_S648,"(1, 1, -9.8561, -6995.96, 1.334, 0.2263)",101.46,116.65,1.334,0.226,4,9.856,-6995.96,180,106.21,1.368,0.202,4,-709.81,4663.0,5795.0
2026-07-03 09:28:31,19,D[CEGHIMNPR]+S634_S6924_S648,"(1, 1, -9.9453, -7190.45, 1.323, 0.224)",100.55,115.8,1.323,0.224,4,9.945,-7190.45,90,119.35,1.378,0.287,4,-698.17,1383.49,3155.0
2026-07-03 09:28:31,19,D[CEGHIMNPR]+S634_S6924_S648,"(1, 1, -9.9453, -7190.45, 1.323, 0.224)",100.55,115.8,1.323,0.224,4,9.945,-7190.45,120,138.05,1.42,0.228,4,-723.0,4663.0,4042.0
2026-07-03 09:28:31,19,D[CEGHIMNPR]+S634_S6924_S648,"(1, 1, -9.9453, -7190.45, 1.323, 0.224)",100.55,115.8,1.323,0.224,4,9.945,-7190.45,150,100.55,1.323,0.182,4,-723.0,4663.0,5061.0
2026-07-03 09:28:31,19,D[CEGHIMNPR]+S634_S6924_S648,"(1, 1, -9.9453, -7190.45, 1.323, 0.224)",100.55,115.8,1.323,0.224,4,9.945,-7190.45,180,105.26,1.356,0.199,4,-723.0,4663.0,5986.0
2026-07-03 09:28:31,20,D[CEGHIMNR]+S634_S6924_S648,"(1, 1, -9.9691, -7207.66, 1.332, 0.2235)",100.31,115.28,1.332,0.224,4,9.969,-7207.66,90,118.01,1.383,0.285,4,-648.92,1383.49,3043.0
2026-07-03 09:28:31,20,D[CEGHIMNR]+S634_S6924_S648,"(1, 1, -9.9691, -7207.66, 1.332, 0.2235)",100.31,115.28,1.332,0.224,4,9.969,-7207.66,120,137.7,1.431,0.228,4,-723.0,4663.0,3877.0
2026-07-03 09:28:31,20,D[CEGHIMNR]+S634_S6924_S648,"(1, 1, -9.9691, -7207.66, 1.332, 0.2235)",100.31,115.28,1.332,0.224,4,9.969,-7207.66,150,100.31,1.332,0.182,4,-723.0,4663.0,4846.0
